time_s,O2_nmol_per_ml,event
319.62264150943395,163.5295799271584,
320.0,163.96523399408093,
320.37735849056605,163.77901244845688,
320.7547169811321,164.2374769083918,
321.1320754716981,163.8827421822899,
321.50943396226415,163.96330678223475,
321.8867924528302,163.71754632493284,
322.2641509433962,163.78980721484533,
322.64150943396226,163.90209921291705,
323.0188679245283,163.52116248114663,
323.39622641509436,163.95520509394106,
323.77358490566036,163.8410466393414,
324.1509433962264,163.55866864987178,
324.52830188679246,163.2430769901313,
324.9056603773585,163.95843726545405,
325.2830188679245,163.74331943356134,
325.66037735849056,163.67275650572665,
326.0377358490566,163.73376487182537,
326.41509433962267,164.23446901573988,
326.79245283018867,163.75544770427285,
327.1698113207547,163.77710195351884,
327.54716981132077,163.37122925554456,
327.92452830188677,164.14238360125697,
328.3018867924528,163.94747311760014,
328.6792452830189,163.97238795374741,
329.0566037735849,163.70512628345716,
329.4339622641509,163.90992633371923,
329.811320754717,163.76105448035352,
330.188679245283,163.80917071343546,
330.5660377358491,163.60538136791163,
330.9433962264151,163.2625142176687,
331.3207547169811,163.87575677305526,
331.6981132075472,163.12236061431662,
332.07547169811323,163.53367400726134,
332.45283018867923,163.5300854842605,
332.8301886792453,163.30805925499914,
333.20754716981133,163.70961348794887,
333.58490566037733,163.49380889616728,
333.9622641509434,163.4222330405828,
334.33962264150944,163.6489695222227,
334.7169811320755,163.3874234456147,
335.09433962264154,163.84137244880137,
335.47169811320754,163.56955059450902,
335.8490566037736,163.35066305783573,
336.22641509433964,162.97073963615975,
336.60377358490564,163.11742724413145,
336.9811320754717,163.70363298475147,
337.35849056603774,163.4068340888686,
337.7358490566038,163.33626371663001,
338.1132075471698,163.80541781867652,
338.49056603773585,163.0615025892405,
338.8679245283019,163.2233104836529,
339.24528301886795,163.23913808798918,
339.62264150943395,163.49142943566898,
340.0,163.1665214526478,
340.37735849056605,163.16661096064323,
340.7547169811321,162.9062382700358,
341.1320754716981,163.47742318951956,
341.50943396226415,163.48418091723434,
341.8867924528302,163.15111214784685,
342.2641509433962,163.29860159646017,
342.64150943396226,162.92216537003003,
343.0188679245283,163.11493391646195,
343.39622641509436,163.56493526017164,
343.77358490566036,163.2419405338788,
344.1509433962264,163.77315906100097,
344.52830188679246,162.98633035212436,
344.9056603773585,163.3157599986315,
345.2830188679245,163.10937280168378,
345.66037735849056,163.28726409211563,
346.0377358490566,163.13156716859436,
346.41509433962267,162.98063086448664,
346.79245283018867,162.89158658918038,
347.1698113207547,163.86256035784191,
347.54716981132077,163.06427530758103,
347.92452830188677,162.56700680343985,
348.3018867924528,162.89658223089697,
348.6792452830189,163.2158027241605,
349.0566037735849,162.9088510953544,
349.433962264151,163.3615251663084,
349.811320754717,163.25957359593113,
350.188679245283,162.95844978711625,
350.5660377358491,162.8660408802921,
350.9433962264151,162.72045503528918,
351.3207547169811,162.784224073214,
351.6981132075472,162.57849036204541,
352.07547169811323,163.23543562511304,
352.45283018867923,163.31957216948223,
352.8301886792453,162.5954228782446,
353.20754716981133,162.60159707570406,
353.58490566037733,162.4424502795785,
353.9622641509434,162.63117511059988,
354.33962264150944,162.0831148925491,
354.7169811320755,162.5616897784119,
355.09433962264154,163.15904879230234,
355.47169811320754,162.7359622350497,
355.8490566037736,163.02358685154806,
356.22641509433964,162.6752589526005,
356.60377358490564,163.22522846891073,
356.9811320754717,162.8224265669736,
357.35849056603774,162.66468192529214,
357.7358490566038,163.38584893243473,
358.1132075471698,162.65418539023105,
358.49056603773585,162.41755794514071,
358.8679245283019,162.76090171175434,
359.24528301886795,162.68827588072227,
359.62264150943395,162.9521262081247,
360.0,162.44269701850527,
360.37735849056605,162.86184516255378,
360.7547169811321,162.86141347762646,
361.1320754716981,162.4688649678611,
361.50943396226415,162.66415822337834,
361.8867924528302,162.40321966399935,
362.2641509433962,163.18492010300488,
362.64150943396226,162.40999362525815,
363.0188679245283,162.46032033601102,
363.39622641509436,162.29468987219715,
363.7735849056604,162.46217949170654,
364.1509433962264,162.53480123696062,
364.52830188679246,162.71577796076883,
364.9056603773585,162.3587694487995,
365.2830188679245,162.45250805402657,
365.66037735849056,162.13238963536062,
366.0377358490566,162.26722185331468,
366.41509433962267,163.15058473225565,
366.79245283018867,162.70950407277894,
367.1698113207547,162.24139769592517,
367.54716981132077,162.08996482658722,
367.92452830188677,162.167978859549,
368.3018867924528,162.3940122846725,
368.6792452830189,162.395677378862,
369.0566037735849,162.18846571360461,
369.433962264151,162.04047267903624,
369.811320754717,162.70527135370858,
370.188679245283,162.45015852166244,
370.5660377358491,162.23115558512936,
370.9433962264151,162.25719271896423,
371.3207547169811,162.16753583672184,
371.6981132075472,161.55346752024587,
372.07547169811323,162.30395476840596,
372.4528301886793,161.99496363904836,
372.8301886792453,161.9994890967766,
373.20754716981133,162.07765500013437,
373.58490566037733,162.4083564600205,
373.9622641509434,161.9202087590492,
374.33962264150944,161.84183152602793,
374.7169811320755,162.3479253395669,
375.09433962264154,162.3641149768435,
375.47169811320754,161.92334975378398,
375.8490566037736,162.29124303030665,
376.22641509433964,162.06529593390167,
376.60377358490564,162.20108751651264,
376.9811320754717,161.79808483278939,
377.35849056603774,162.30910894532116,
377.7358490566038,162.3892605017758,
378.11320754716985,162.23527450252755,
378.49056603773585,162.20315161454593,
378.8679245283019,161.10805826573755,
379.24528301886795,162.10384492284413,
379.62264150943395,162.01988658739435,
380.0,161.97704697104484,
380.37735849056605,161.8437242816688,
380.7547169811321,162.00277045452853,
381.1320754716981,162.07951899397088,
381.50943396226415,161.8981030342739,
381.8867924528302,161.83577947129177,
382.2641509433962,162.24660939086712,
382.64150943396226,161.6503895933138,
383.0188679245283,162.17183060165092,
383.39622641509436,161.9460553502322,
383.7735849056604,161.68833625509626,
384.1509433962264,161.80447762449725,
384.52830188679246,161.63453512985305,
384.9056603773585,162.02086009210305,
385.2830188679245,161.92662983479545,
385.66037735849056,161.68801578224839,
386.0377358490566,161.53922068349647,
386.41509433962267,161.8777647138479,
386.79245283018867,162.02924252437018,
387.1698113207547,161.74899746746007,
387.54716981132077,161.86960511211612,
387.92452830188677,161.6585706312697,
388.3018867924528,161.7570301523297,
388.6792452830189,161.65487755478708,
389.0566037735849,161.7887692500555,
389.433962264151,161.32537601757664,
389.811320754717,161.8514272079829,
390.188679245283,161.62045688908046,
390.5660377358491,161.75515246026163,
390.9433962264151,161.56798334541642,
391.3207547169811,161.72071160861577,
391.6981132075472,161.36004104427417,
392.07547169811323,161.9130307824963,
392.4528301886793,161.17741646655452,
392.8301886792453,161.3310533438683,
393.20754716981133,161.6373399990441,
393.58490566037733,161.93169448703472,
393.9622641509434,161.6230759252395,
394.33962264150944,161.47912766997177,
394.7169811320755,161.17239268192495,
395.09433962264154,161.46840648549707,
395.47169811320754,161.49881683262163,
395.8490566037736,161.91398868038667,
396.22641509433964,161.63443825799789,
396.60377358490564,161.0841941672665,
396.9811320754717,161.96072259305083,
397.35849056603774,161.34283578342743,
397.7358490566038,161.20928375648953,
398.11320754716985,161.78541478083253,
398.49056603773585,161.39183061014322,
398.8679245283019,161.29997933252022,
399.24528301886795,161.4340869114652,
399.62264150943395,161.57817304088945,
400.0,161.6028453281471,
400.37735849056605,160.9982711079129,
400.7547169811321,161.82925250601417,
401.1320754716981,161.55390796556998,
401.50943396226415,161.20995273277288,
401.8867924528302,161.08764846465616,
402.2641509433962,161.03762074863693,
402.64150943396226,161.29827889401398,
403.0188679245283,161.09299064179422,
403.39622641509436,161.0513366564366,
403.7735849056604,161.4329291813734,
404.1509433962264,161.30881784843442,
404.52830188679246,161.10659363016893,
404.9056603773585,161.3763587760723,
405.2830188679245,161.5222019658045,
405.66037735849056,160.89429366322057,
406.0377358490566,161.004655202437,
406.41509433962267,161.37869406556334,
406.7924528301887,161.310334178936,
407.1698113207547,161.1748341835003,
407.54716981132077,161.39632519812014,
407.92452830188677,160.82122740071821,
408.3018867924528,160.7110563062469,
408.6792452830189,160.85177435698276,
409.0566037735849,161.08659765171524,
409.433962264151,160.84450036550004,
409.811320754717,160.90927795151975,
410.188679245283,160.77489289210877,
410.5660377358491,160.85109606689494,
410.9433962264151,160.74256697935323,
411.3207547169811,161.07319076648977,
411.6981132075472,161.16760741289113,
412.07547169811323,160.8363335917437,
412.4528301886793,160.89218905836546,
412.8301886792453,160.7863077945927,
413.20754716981133,161.0519391719908,
413.5849056603774,160.9289508079969,
413.9622641509434,161.2927864534919,
414.33962264150944,160.60793964920376,
414.7169811320755,160.95999371297285,
415.09433962264154,160.96792636775032,
415.47169811320754,160.75437890460165,
415.8490566037736,160.97793290967664,
416.22641509433964,160.45997914629265,
416.60377358490564,161.33687099692148,
416.9811320754717,160.4592195566086,
417.35849056603774,161.01224291575713,
417.7358490566038,160.48957086156418,
418.11320754716985,161.0451327197902,
418.49056603773585,160.64877888601626,
418.8679245283019,160.77213855015134,
419.24528301886795,160.73342919298878,
419.62264150943395,160.9828372085317,
420.0,160.6148272529685,
420.37735849056605,159.9409786187556,
420.7547169811321,160.48032027950478,
421.1320754716981,160.70382348858783,
421.50943396226415,160.53533878742172,
421.8867924528302,160.82547148232578,
422.2641509433962,160.87440844938175,
422.64150943396226,160.57119417884581,
423.0188679245283,160.22328621370173,
423.39622641509436,160.92929927082332,
423.7735849056604,160.84158179942503,
424.1509433962264,160.48358107196404,
424.52830188679246,161.0730113895718,
424.9056603773585,160.44628085295787,
425.2830188679245,160.23678021920279,
425.66037735849056,160.46965222226942,
426.0377358490566,160.7656394410614,
426.41509433962267,160.2493780831097,
426.7924528301887,160.9591081448289,
427.1698113207547,160.23473075348988,
427.54716981132077,160.68502830806509,
427.92452830188677,160.57009876445943,
428.3018867924528,160.3830293380466,
428.6792452830189,160.67923727889948,
429.0566037735849,160.02171476830318,
429.433962264151,160.72361784357707,
429.81132075471703,160.355864320949,
430.188679245283,160.22373694709836,
430.5660377358491,160.53419970297267,
430.9433962264151,160.59944137578745,
431.3207547169811,160.51447591149585,
431.6981132075472,160.80946344058162,
432.07547169811323,160.56732943584228,
432.4528301886793,160.6055850064739,
432.8301886792453,160.13730279564422,
433.20754716981133,160.28646015580472,
433.58490566037733,160.38813528875343,
433.9622641509434,160.23051451566195,
434.33962264150944,160.29791931483047,
434.7169811320755,160.31659712980453,
435.09433962264154,160.40869234946018,
435.4716981132076,160.15978957915212,
435.8490566037736,160.08530242983824,
436.22641509433964,159.9532337530111,
436.60377358490564,159.92494001594702,
436.9811320754717,160.42854633627545,
437.35849056603774,160.10186358943434,
437.7358490566038,160.30729048874423,
438.11320754716985,159.77377386396384,
438.49056603773585,159.60113323070968,
438.8679245283019,159.81096288208232,
439.2452830188679,160.3474528639161,
439.62264150943395,160.31537591424745,
440.0,160.11892663854815,
440.37735849056605,159.8229348813867,
440.7547169811321,159.97833719092338,
441.13207547169816,159.92415816373236,
441.50943396226415,159.89991537930035,
441.8867924528302,159.34720168864982,
442.2641509433962,159.74679798365415,
442.64150943396226,159.9013127934006,
443.0188679245283,160.31550739195993,
443.39622641509436,159.96414664148395,
443.7735849056604,160.261743380468,
444.15094339622647,159.80065501391977,
444.52830188679246,159.82347002800987,
444.9056603773585,158.899347173024,
445.2830188679245,159.97759562255752,
445.66037735849056,159.98609738530985,
446.0377358490566,160.27782366958382,
446.41509433962267,159.70275403171323,
446.7924528301887,159.83554330567506,
447.1698113207547,159.62318321015547,
447.54716981132077,159.49306136480976,
447.92452830188677,159.59640907155222,
448.3018867924528,159.6759968644028,
448.6792452830189,160.08866643476892,
449.0566037735849,159.73792026041,
449.433962264151,159.5272915895011,
449.81132075471703,159.74795768111449,
450.188679245283,159.754441495063,
450.5660377358491,159.51855107427923,
450.9433962264151,159.96097792700982,
451.3207547169811,159.19064272966523,
451.6981132075472,159.59690422742133,
452.07547169811323,159.80411733285592,
452.4528301886793,159.29080311855782,
452.8301886792453,159.7032851175363,
453.20754716981133,159.9237553748403,
453.58490566037733,159.70151036023847,
453.9622641509434,159.15311299050765,
454.33962264150944,159.38116465179334,
454.7169811320755,159.8588496916817,
455.09433962264154,159.61291808472794,
455.4716981132076,159.52342997124674,
455.8490566037736,159.62375528695665,
456.22641509433964,159.68127780818799,
456.60377358490564,159.31145969394507,
456.9811320754717,159.40353641548302,
457.35849056603774,159.4994252803223,
457.7358490566038,159.31526786986,
458.11320754716985,159.4054548430698,
458.4905660377359,159.75084610539204,
458.8679245283019,159.17198363131016,
459.2452830188679,159.883164707147,
459.62264150943395,159.85889555658116,
460.0,158.94826003510852,
460.37735849056605,159.32892466067582,
460.7547169811321,159.43741365170956,
461.13207547169816,159.14908341975416,
461.50943396226415,159.14159149802975,
461.8867924528302,159.25506813207414,
462.2641509433962,159.48677701032798,
462.64150943396226,159.16170946109014,
463.0188679245283,159.73377680599216,
463.39622641509436,159.33715728591432,
463.7735849056604,159.22658039653268,
464.15094339622647,159.60209957104036,
464.52830188679246,159.38391538070556,
464.9056603773585,159.30722720802322,
465.2830188679245,159.11968085054653,
465.66037735849056,159.6435227818252,
466.0377358490566,159.38054220787447,
466.41509433962267,159.1142944085139,
466.7924528301887,158.75840788686193,
467.1698113207547,159.23350599197633,
467.54716981132077,158.84189351548315,
467.92452830188677,158.68640248250975,
468.3018867924528,159.03316152599007,
468.6792452830189,159.16087760987799,
469.0566037735849,159.39869057448865,
469.433962264151,159.13624365418968,
469.81132075471703,159.25469601142316,
470.188679245283,158.73428088504696,
470.5660377358491,159.022678948667,
470.9433962264151,159.04692525449866,
471.3207547169811,159.2189944024222,
471.6981132075472,159.02000845617425,
472.07547169811323,159.17957345884892,
472.4528301886793,158.84006433890875,
472.8301886792453,159.04316330901133,
473.20754716981133,159.04495161438044,
473.58490566037733,158.6163515145381,
473.9622641509434,158.96024053445933,
474.33962264150944,158.82382567723283,
474.7169811320755,158.41545475349668,
475.09433962264154,159.11863884239938,
475.4716981132076,158.7761329340415,
475.8490566037736,158.64106052138695,
476.22641509433964,158.74738928185062,
476.60377358490564,158.86382897547944,
476.9811320754717,159.1938167027598,
477.35849056603774,158.76291646293038,
477.7358490566038,158.91006206995934,
478.11320754716985,159.12291547199908,
478.4905660377359,158.90046869267366,
478.8679245283019,159.02178253129816,
479.24528301886795,158.62307445929122,
479.62264150943395,158.92252468773438,
480.0,158.7028287881952,FCCP_1
480.12578616352204,158.98169199701678,
480.251572327044,158.45779730894742,
480.37735849056605,158.50923607203623,
480.50314465408803,159.0165950103864,
480.62893081761007,158.6455335822292,
480.75471698113205,158.5998198318905,
480.8805031446541,158.7038281702024,
481.0062893081761,158.5068117770815,
481.1320754716981,159.0068045865615,
481.25786163522014,158.3560494223524,
481.3836477987421,158.6251045830449,
481.50943396226415,158.74380458087057,
481.6352201257862,158.62517011897646,
481.76100628930817,158.44483335846564,
481.8867924528302,158.42234358976236,
482.0125786163522,158.7397416457722,
482.1383647798742,158.36964560409336,
482.2641509433962,158.78262342422113,
482.38993710691824,158.23375068657813,
482.5157232704403,158.46969850099907,
482.64150943396226,158.61111205164957,
482.7672955974843,158.2825267538686,
482.8930817610063,158.75203757395568,
483.0188679245283,158.57781405480054,
483.1446540880503,158.31679074906944,
483.2704402515723,158.18939662527916,
483.39622641509436,158.17098243234506,
483.52201257861634,158.56835328580277,
483.6477987421384,158.25955847223304,
483.77358490566036,158.20067560916416,
483.8993710691824,158.4771788798076,
484.02515723270443,159.09741263014837,
484.1509433962264,158.590438849107,
484.27672955974845,158.7047656074154,
484.4025157232704,158.56016517528565,
484.52830188679246,158.69564996514893,
484.65408805031444,158.15702175722274,
484.7798742138365,158.37802751989892,
484.9056603773585,158.54382829297813,
485.0314465408805,158.46682123142097,
485.15723270440253,158.41608800273266,
485.2830188679245,158.2903803683301,
485.40880503144655,158.3849950279482,
485.5345911949685,158.24876216071326,
485.66037735849056,157.82955459649793,
485.7861635220126,158.1290683631951,
485.9119496855346,158.5392736374077,
486.0377358490566,158.80227800576426,
486.1635220125786,158.85903569340505,
486.28930817610063,158.42244552716124,
486.41509433962267,158.61420600188865,
486.54088050314465,158.6104433607069,
486.6666666666667,158.20295982909937,
486.79245283018867,157.9441030181146,
486.9182389937107,158.36886138409605,
487.0440251572327,157.91312969458852,
487.1698113207547,158.26622729275707,
487.29559748427675,158.49075861826194,
487.42138364779873,157.9762220310652,
487.54716981132077,158.3318141798689,
487.67295597484275,158.62623712598352,
487.7987421383648,158.39909474698644,
487.92452830188677,158.43177326487313,
488.0503144654088,158.52034671660647,
488.17610062893084,158.71936409281201,
488.3018867924528,158.31643409915753,
488.42767295597486,158.57840217282566,
488.55345911949684,158.247427223028,
488.6792452830189,158.11936413909913,
488.80503144654085,158.32704293664935,
488.9308176100629,158.0893106362248,
489.0566037735849,158.08990276357224,
489.1823899371069,158.0736664425672,
489.30817610062894,157.6441576317566,
489.4339622641509,158.23679639681964,
489.55974842767296,157.8868665155859,
489.685534591195,158.16840808648038,
489.811320754717,158.55011394687736,
489.937106918239,158.04976461089439,
490.062893081761,158.03690207062573,
490.188679245283,158.50576826689397,
490.314465408805,158.29375096792756,
490.44025157232704,158.39368710047466,
490.5660377358491,158.05311065124857,
490.69182389937106,158.32132986365716,
490.8176100628931,157.9551401080012,
490.9433962264151,157.950052733808,
491.0691823899371,158.26048296151413,
491.19496855345915,157.95419526215179,
491.3207547169811,158.28793290242075,
491.44654088050316,158.68643723315103,
491.57232704402514,157.65933903762834,
491.6981132075472,157.88518547954448,
491.82389937106916,158.3456309125543,
491.9496855345912,158.02168111582864,
492.07547169811323,158.34057797484923,
492.2012578616352,157.79014292533515,
492.32704402515725,158.11784723512022,
492.45283018867923,157.98972306729038,
492.57861635220127,158.05480461450333,
492.70440251572325,158.09483962274422,
492.8301886792453,157.69940666358283,
492.9559748427673,157.72822052679513,
493.0817610062893,158.3389116070365,
493.20754716981133,158.0547488392699,
493.3333333333333,158.00037593598336,
493.45911949685535,157.9551137801742,
493.58490566037733,158.04761044614534,
493.71069182389937,157.66183225797212,
493.8364779874214,157.6934005225952,
493.9622641509434,158.26162464876796,
494.0880503144654,157.96565599046363,
494.2138364779874,158.13275140741013,
494.33962264150944,157.76109861506652,
494.4654088050315,158.24903383993376,
494.59119496855345,157.98350945163585,
494.7169811320755,158.00983817594388,
494.84276729559747,158.0190454596694,
494.9685534591195,157.67494677627903,
495.0943396226415,157.40010441005313,
495.2201257861635,157.59016910218332,
495.34591194968556,158.2588352493417,
495.47169811320754,158.1687099349833,
495.5974842767296,157.7491426669696,
495.72327044025155,157.7527876694561,
495.8490566037736,158.07969165845753,
495.97484276729557,157.7707708684356,
496.1006289308176,157.48039123952347,
496.22641509433964,158.11392458646384,
496.3522012578616,157.9091658116359,
496.47798742138366,157.1531183593093,
496.60377358490564,157.69623765785957,
496.7295597484277,157.8027844164109,
496.8553459119497,157.87951004847065,
496.9811320754717,157.78956741864206,
497.1069182389937,157.5849252724856,
497.2327044025157,157.7072518867685,
497.35849056603774,157.8022224866961,
497.4842767295597,157.6538519862001,
497.61006289308176,157.6202082760503,
497.7358490566038,158.01853475024993,
497.8616352201258,157.46119201866236,
497.9874213836478,157.60280811782212,
498.1132075471698,157.17468665513942,
498.23899371069183,157.81007620521223,
498.3647798742138,157.87422952951783,
498.49056603773585,157.79661471890006,
498.6163522012579,157.88124062971238,
498.74213836477986,157.75432859654845,
498.8679245283019,157.72211007013294,
498.9937106918239,157.74729721441696,
499.1194968553459,157.55431248622236,
499.2452830188679,157.9105506323058,
499.37106918238993,157.51865465009246,
499.49685534591197,157.23253861522292,
499.62264150943395,157.80290136348606,
499.748427672956,158.04545995466512,
499.87421383647796,157.33507521870763,
500.0,157.54203390287083,
500.12578616352204,157.38840981585236,
500.251572327044,157.4569530881955,
500.37735849056605,157.5559506769923,
500.50314465408803,157.2263038072716,
500.62893081761007,157.45967094392748,
500.7547169811321,157.1549209164742,
500.8805031446541,157.37168421698487,
501.0062893081761,157.20955203894061,
501.1320754716981,157.23363256778762,
501.25786163522014,157.06074832848364,
501.3836477987421,157.78789286898856,
501.50943396226415,157.6026471851665,
501.6352201257862,156.98834456838367,
501.76100628930817,157.31083181861828,
501.8867924528302,157.28475717892994,
502.0125786163522,157.27195888370207,
502.1383647798742,157.07530210056993,
502.2641509433962,157.61794744909886,
502.38993710691824,157.32271309323494,
502.5157232704403,157.5310442689803,
502.64150943396226,157.53802396607287,
502.7672955974843,157.74252431787608,
502.8930817610063,156.93727286844177,
503.0188679245283,157.81796939704566,
503.1446540880503,157.6928506029296,
503.2704402515723,157.51124118223848,
503.39622641509436,157.95620062597854,
503.52201257861634,157.40387509194733,
503.6477987421384,157.5503280339462,
503.77358490566036,157.15268266013655,
503.8993710691824,157.613203346478,
504.0251572327044,157.36389831485715,
504.1509433962264,157.20146960337598,
504.27672955974845,157.8358322458248,
504.4025157232704,157.2227253264627,
504.52830188679246,157.29346836069095,
504.65408805031444,157.2342608196028,
504.7798742138365,157.08699085373712,
504.9056603773585,157.4010544476344,
505.0314465408805,157.44516650651798,
505.15723270440253,157.34148498847682,
505.2830188679245,156.6550750352226,
505.40880503144655,157.48954658873893,
505.5345911949685,157.14231548112045,
505.66037735849056,156.91812193979027,
505.7861635220126,157.3653507529649,
505.9119496855346,157.34757058420897,
506.0377358490566,156.9384175146121,
506.1635220125786,157.80962256631307,
506.28930817610063,156.88143471122004,
506.41509433962267,156.74291837012333,
506.54088050314465,156.87995388313587,
506.6666666666667,157.5160243898772,
506.79245283018867,157.10918793322327,
506.9182389937107,157.05246562569502,
507.0440251572327,157.1222680474725,
507.1698113207547,156.98098167787953,
507.29559748427675,156.94989697577094,
507.42138364779873,156.95448662716078,
507.54716981132077,157.28410705036478,
507.67295597484275,157.35455980727573,
507.7987421383648,156.82800035928082,
507.92452830188677,157.1439081542601,
508.0503144654088,157.2734806322639,
508.17610062893084,156.79831849358328,
508.3018867924528,156.93544249021852,
508.42767295597486,156.79389575323538,
508.55345911949684,156.7229823120381,
508.6792452830189,157.06353281740937,
508.80503144654085,156.84636165827914,
508.9308176100629,157.18050467280747,
509.0566037735849,157.0076945678057,
509.1823899371069,157.11053453373543,
509.30817610062894,156.92663461178762,
509.4339622641509,156.83328363782385,
509.55974842767296,156.96169234171867,
509.685534591195,156.97543923432104,
509.811320754717,156.79255203511454,
509.937106918239,157.06799241348602,
510.062893081761,157.14031990379647,
510.188679245283,156.98551950536896,
510.314465408805,157.3666991895394,
510.44025157232704,156.77256935252004,
510.5660377358491,157.0531308461328,
510.69182389937106,156.81312567721437,
510.8176100628931,156.9662943881202,
510.9433962264151,156.69247731122059,
511.0691823899371,157.17107312339456,
511.19496855345915,156.92862513740798,
511.3207547169811,157.17500866670403,
511.44654088050316,156.5527512795768,
511.57232704402514,156.7382240032157,
511.6981132075472,156.63078898668067,
511.82389937106916,156.71327260116794,
511.9496855345912,156.66543327344357,
512.0754716981132,156.8007780939248,
