time_s,O2_nmol_per_ml,event
348.2798833819242,160.74544957158997,
348.80466472303203,161.4518066052404,
349.3294460641399,161.2276833458647,
349.8542274052478,161.14811303615213,
350.3790087463557,161.2001122658561,
350.90379008746356,161.69180569240976,
351.42857142857144,161.20377224880312,
351.9533527696793,161.21641309070327,
352.47813411078715,160.80152584143596,
353.00291545189503,161.56366460935433,
353.5276967930029,161.3597376225498,
354.0524781341108,161.37563512737776,
354.5772594752186,161.0993553773828,
355.1020408163265,161.29513667575648,
355.6268221574344,161.13724547131292,
356.1516034985423,161.17634181601315,
356.67638483965015,160.96353209091686,
357.20116618075804,160.61164412748474,
357.72594752186586,161.2158654854284,
358.25072886297374,160.45344777331334,
358.7755102040816,160.8557392986449,
359.3002915451895,160.84312862835807,
359.8250728862974,160.61207999921498,
360.3498542274052,161.00461160255244,
360.8746355685131,160.7797841771267,
361.399416909621,160.69918530509355,
361.92419825072886,160.91689860325346,
362.44897959183675,160.64632919438745,
362.97376093294463,161.09125473225575,
363.49854227405245,160.81040929162995,
364.02332361516034,160.58249805991676,
364.5481049562682,160.19355084667578,
365.0728862973761,160.33121457549805,
365.5976676384839,160.90839635497085,
366.1224489795918,160.60257342706038,
366.6472303206997,160.52297896048165,
367.1720116618076,160.9831089145292,
367.69679300291546,160.2301694840205,
368.22157434402334,160.38295312915238,
368.7463556851312,160.38975644399991,
369.27113702623905,160.633023467652,
369.7959183673469,160.29909113177538,
370.3206997084548,160.29015625333517,
370.8454810495627,160.0207591504135,
371.3702623906705,160.582919634791,
371.8950437317784,160.58065290757241,
372.4198250728863,160.23855966525576,
372.94460641399417,160.37702462265892,
373.46938775510205,159.99156388975618,
373.99416909620993,160.17530791593805,
374.5189504373178,160.61628472698573,
375.04373177842564,160.28426545650822,
375.5685131195335,160.80645942888103,
376.0932944606414,160.0106061558376,
376.6180758017492,160.33101122975674,
377.1428571428571,160.11559945282,
377.667638483965,160.2844661556916,
378.1924198250729,160.1197446382797,
378.71720116618076,159.95978373480528,
379.24198250728864,159.8617148555435,
379.7667638483965,160.82366401560563,
380.29154518950435,160.01635435013472,
380.81632653061223,159.5100612267325,
381.3411078717201,159.83061203154264,
381.865889212828,160.14080789952948,
382.3906705539358,159.8248316436846,
382.9154518950437,160.26848108683652,
383.4402332361516,160.15750488866254,
383.96501457725947,159.84735644573365,
384.48979591836735,159.74592290323542,
385.01457725947523,159.59131242141376,
385.5393586005831,159.64605682183486,
386.06413994169094,159.4312984729905,
386.5889212827988,160.07921909878482,
387.1137026239067,160.1543310069286,
387.6384839650146,159.42115707696132,
388.1632653061224,159.41830663471836,
388.6880466472303,159.25013519861537,
389.2128279883382,159.42983538945128,
389.73760932944606,158.87275053106086,
390.26239067055394,159.34230077647092,
390.7871720116618,159.93063514982595,
391.3119533527697,159.49852395175623,
391.83673469387753,159.77712392708165,
392.3615160349854,159.419771386653,
392.8862973760933,159.96071626110606,
393.4110787172011,159.5488897168545,
393.935860058309,159.38212043230712,
394.4606413994169,160.09426279598816,
394.98542274052477,159.35357460992216,
395.51020408163265,159.1079225209152,
396.03498542274053,159.4422416431951,
396.5597667638484,159.36059116742896,
397.08454810495624,159.61541684972855,
397.6093294460641,159.09696301468605,
398.134110787172,159.50708651305897,
398.6588921282799,159.49763018221626,
399.1836734693877,159.0960570259775,
399.7084548104956,159.2823256347856,
400.2332361516035,159.0123624285399,
400.75801749271136,159.7850382206172,
401.28279883381924,159.00108709599544,
401.8075801749271,159.0423891600617,
402.332361516035,158.86773404990637,
402.85714285714283,159.02619902102714,
403.3819241982507,159.08979611757428,
403.9067055393586,159.26174819251767,
404.4314868804665,158.89571503160286,
404.9562682215743,158.98042898789404,
405.4810495626822,158.65128592040585,
406.00583090379007,158.7770934897701,
406.53061224489795,159.65143172048764,
407.05539358600583,159.20132641330417,
407.5801749271137,158.7241953894277,
408.1049562682216,158.56373787393625,
408.6297376093294,158.6327272611444,
409.1545189504373,158.84973603839663,
409.6793002915452,158.84237648485026,
410.204081632653,158.62614017201784,
410.7288629737609,158.46912249006087,
411.2536443148688,159.12489651755678,
411.77842565597666,158.86075903857244,
412.30320699708454,158.63273145536527,
412.8279883381924,158.64974394281646,
413.3527696793003,158.55106241450684,
413.87755102040813,157.92796945230631,
414.402332361516,158.66943205511063,
414.9271137026239,158.35141628044497,
415.4518950437318,158.34691709264663,
415.9766763848396,158.41605835059767,
416.5014577259475,158.737735165168,
417.02623906705537,158.24056281893763,
417.55102040816325,158.15316094067484,
418.07580174927114,158.65023010894473,
418.600583090379,158.65739510087772,
419.1253644314869,158.2076052323509,
419.6501457725947,158.5664738632097,
420.1749271137026,158.33150212087506,
420.6997084548105,158.45826905721472,
421.2244897959184,158.04624172766287,
421.7492711370262,158.5482411946277,
422.2740524781341,158.61936810543023,
422.79883381924196,158.45635746042652,
423.32361516034985,158.41520992656802,
423.8483965014577,157.31109193174316,
424.3731778425656,158.2978539426755,
424.8979591836735,158.2048709608759,
425.4227405247813,158.15300669798305,
425.9475218658892,158.01065936185284,
426.4723032069971,158.16068088773028,
426.9970845481049,158.2284047799457,
427.5218658892128,158.0379641731955,
428.0466472303207,157.96661596307558,
428.57142857142856,158.3684212354157,
429.09620991253644,157.76317679054674,
429.6209912536443,158.27559315150853,
430.1457725947522,158.04079325267907,
430.6705539358601,157.77404951012514,
431.1953352769679,157.8811662321331,
431.7201166180758,157.70219909015745,
432.2448979591837,158.07949940517832,
432.7696793002915,157.97624450078945,
433.2944606413994,157.7286058012348,
433.81924198250726,157.57078605499123,
434.34402332361515,157.90030543786713,
434.86880466472303,158.0427586009448,
435.3935860058309,157.75348889663678,
435.9183673469388,157.8650718939579,
436.4431486880466,157.6450127658569,
436.9679300291545,157.73444763976084,
437.4927113702624,157.6232703951797,
438.0174927113702,157.7481374435469,
438.5422740524781,157.27571956432467,
439.067055393586,157.79274610816697,
439.59183673469386,157.55275114176004,
440.11661807580174,157.67842206387002,
440.6413994169096,157.4822282998934,
441.1661807580175,157.62593191391116,
441.6909620991254,157.25623670034858,
442.2157434402332,157.80020178932156,
442.7405247813411,157.05556282411416,
443.265306122449,157.20017505215665,
443.7900874635568,157.49743705806952,
444.3148688046647,157.78276689681925,
444.83965014577257,157.46512368581898,
445.36443148688045,157.3121507813964,
445.88921282798833,156.99639114425997,
446.4139941690962,157.28338029882318,
446.9387755102041,157.30476599703545,
447.463556851312,157.7109131960015,
447.9883381924198,157.42233812494413,
448.5131195335277,156.86306938569197,
449.03790087463557,157.73057316312168,
449.5626822157434,157.1036617053283,
450.0874635568513,156.9610850304244,
450.61224489795916,157.5281914070251,
451.13702623906704,157.12558258883743,
451.6618075801749,157.02470666398074,
452.1865889212828,157.1497895959781,
452.7113702623907,157.2848510787626,
453.2361516034985,157.30049871971082,
453.7609329446064,156.68689985352032,
454.2857142857143,157.50885660604197,
454.8104956268221,157.22448742041882,
455.33527696793,156.8715075428679,
455.86005830903787,156.7401786304475,
456.38483965014575,156.68112627060032,
456.90962099125363,156.93275977265134,
457.4344023323615,156.7184468746827,
457.9591836734694,156.66776824188665,
458.4839650145773,157.04033611942728,
459.0087463556851,156.90720013913744,
459.533527696793,156.69595127356928,
460.05830903790087,156.9566917722213,
460.5830903790087,157.09351031475651,
461.1078717201166,156.45657736503318,
461.63265306122446,156.55791425717098,
462.15743440233234,156.92292847328284,
462.6822157434402,156.84554393970834,
463.2069970845481,156.70101929739616,
463.731778425656,156.9134856652138,
464.25655976676387,156.32936322108736,
464.7813411078717,156.21016747997263,
465.3061224489796,156.34186088414992,
465.83090379008746,156.56765953241225,
466.3556851311953,156.316537599819,
466.88046647230317,156.37229053955653,
467.40524781341105,156.22888083396307,
467.93002915451893,156.2960593626704,
468.4548104956268,156.1785056291573,
468.9795918367347,156.5001047704338,
469.5043731778426,156.5854967710905,
470.0291545189504,156.24519830431785,
470.5539358600583,156.29202912543786,
471.07871720116617,156.17712321629108,
471.603498542274,156.43372994844714,
472.1282798833819,156.3017169393473,
472.65306122448976,156.6565279398769,
473.17784256559764,155.9626564907682,
473.7026239067055,156.30568590986604,
474.2274052478134,156.30459392012608,
474.7521865889213,156.08202181261822,
475.2769679300292,156.29655117236862,
475.801749271137,155.7695727634377,
476.3265306122449,156.6374399685355,
476.85131195335276,155.75076388270477,
477.3760932944606,156.29476259634635,
477.90087463556847,155.7630658966544,
478.42565597667635,156.30960310938667,
478.95043731778424,155.90422463012146,
479.4752186588921,156.01855964876464,
480.0,155.9708256461066,FCCP_1
480.3498542274053,156.21301206804546,
480.6997084548105,155.83168017436392,
481.04956268221576,155.14183422358948,
481.399416909621,155.66394754822556,
481.74927113702626,155.86964720657818,
482.0991253644315,155.68308849302775,
482.44897959183675,155.9550196443075,
482.79883381924196,155.98569483698623,
483.14868804664724,155.66419037539075,
483.49854227405245,155.29797878168668,
483.8483965014577,155.9856818533011,
484.19825072886294,155.87965139613368,
484.5481049562682,155.50333625713404,
484.8979591836735,156.07445149491707,
485.2478134110787,155.429405560491,
485.597667638484,155.20158937703584,
485.9475218658892,155.41614576342283,
486.2973760932945,155.6938173335006,
486.6472303206997,155.15924030959619,
486.99708454810497,155.85065469662095,
487.3469387755102,155.10796162722855,
487.69679300291546,155.5399435025273,
488.0466472303207,155.40669827967187,
488.39650145772595,155.20131317351493,
488.7463556851312,155.47920543590277,
489.09620991253644,154.80336724670116,
489.4460641399417,155.48695464353102,
489.7959183673469,155.1008854424298,
490.1457725947522,154.9504423900362,
490.4956268221574,155.24258946745104,
490.8454810495627,155.28951546178567,
491.1953352769679,155.18623431894514,
491.5451895043732,155.46290616941238,
491.8950437317784,155.2024564859841,
492.2448979591837,155.22239637785563,
492.59475218658895,154.73579848819386,
492.94460641399417,154.86664016944954,
493.29446064139944,154.94999962341993,
493.64431486880466,154.7740631712758,
493.99416909620993,154.82315229132914,
494.34402332361515,154.82351442737703,
494.6938775510204,154.89729396807678,
495.04373177842564,154.63007551878235,
495.3935860058309,154.53727269045083,
495.74344023323613,154.38688833457405,
496.0932944606414,154.34027891842746,
496.4431486880467,154.82556955963992,
496.7930029154519,154.48057113364848,
497.14285714285717,154.66768235377293,
497.4927113702624,154.1158500497713,
497.84256559766766,153.92489373727346,
498.1924198250729,154.11640770939917,
498.54227405247815,154.6345820119557,
498.89212827988337,154.58418938297888,
499.24198250728864,154.36942442793946,
499.59183673469386,154.0551169914054,
499.94169096209913,154.19220362153615,
500.29154518950435,154.1197089149734,
500.6413994169096,154.07715045140804,
500.99125364431484,153.506121081625,
501.3411078717201,153.88740169749866,
501.6909620991254,154.02360082889857,
502.0408163265306,154.41947974961573,
502.3906705539359,154.04980332128926,
502.7405247813411,154.32908438241563,
503.09037900874637,153.84968033800365,
503.4402332361516,153.85417967422518,
503.79008746355686,152.91174114136714,
504.1399416909621,153.97167391302608,
504.48979591836735,153.96185999790274,
504.83965014577257,154.23527060430135,
505.18950437317784,153.64188528855692,
505.5393586005831,153.75635888464797,
505.88921282798833,153.52568311126203,
506.2390670553936,153.37724558805584,
506.5889212827988,153.46227761694527,
506.9387755102041,153.52354973195165,
507.2886297376093,153.91790362448415,
507.6384839650146,153.54884177230366,
507.9883381924198,153.31989742358695,
508.3381924198251,153.52224783740792,
508.6880466472303,153.5104159735811,
509.03790087463557,153.25620987504095,
509.38775510204084,153.68032105003567,
509.73760932944606,152.89167017497772,
510.08746355685133,153.27961599504474,
510.43731778425655,153.46851342281641,
510.7871720116618,152.93688353088345,
511.13702623906704,153.3310498522571,
511.4868804664723,153.53320443198834,
511.83673469387753,153.29264373984773,
512.1865889212828,152.72593069238283,
512.536443148688,152.93566667561186,
512.8862973760934,153.39503603744035,
513.2361516034986,153.1307887524242,
513.5860058309038,153.02298496087897,
513.935860058309,153.10499459852394,
514.2857142857143,153.14420144169011,
514.6355685131196,152.75606764938274,
514.9854227405248,152.82982869285763,
515.33527696793,152.90740187963618,
515.6851311953353,152.7049287911162,
516.0349854227405,152.77680008627235,
516.3848396501458,153.10387567054576,
516.734693877551,152.50669751842085,
517.0845481049563,153.19956291622123,
517.4344023323615,153.15697808762656,
517.7842565597667,152.22802688813357,
518.1341107871721,152.59037583568997,
518.4839650145773,152.68054914872326,
518.8338192419825,152.37390323877884,
519.1836734693877,152.34809563907785,
519.533527696793,152.443256595159,
519.8833819241983,152.65664979546412,
520.2332361516035,152.31326656829307,
520.5830903790087,152.86701823527846,
520.932944606414,152.45208303730166,
521.2827988338192,152.3231904700398,
521.6326530612245,152.6803939666871,
521.9825072886297,152.4438940985129,
522.332361516035,152.3488902480133,
522.6822157434402,152.14302821274265,
523.0320699708454,152.64855446625182,
523.3819241982508,152.3672582145572,
523.731778425656,152.08269473747964,
524.0816326530612,151.70849253813873,
524.4314868804664,152.1652749655935,
524.7813411078718,151.7553468114712,
525.131195335277,151.58154010090064,
525.4810495626822,151.90998346681687,
525.8309037900874,152.0193838731751,
526.1807580174927,152.23888116029178,
526.530612244898,151.9581185625359,
526.8804664723032,152.0582552423509,
527.2303206997085,151.519524438596,
527.5801749271137,151.7896068248785,
527.9300291545189,151.79553745341514,
528.2798833819242,151.9492909240876,
528.6297376093295,151.73198930063393,
528.9795918367347,151.87323862614974,
529.3294460641399,151.5154138290191,
529.6793002915451,151.7001971218603,
530.0291545189505,151.6836697499642,
530.3790087463557,151.2367539728475,
530.7288629737609,151.5623273154797,
531.0787172011662,151.40759678094352,
531.4285714285714,150.98091017987096,
531.7784256559767,151.66577859140392,
532.1282798833819,151.3049570056361,
532.4781341107872,151.1515689155243,
532.8279883381924,151.23958199847593,
533.1778425655976,151.33770601453006,
533.5276967930029,151.64937806417336,
533.8775510204082,151.20016214667862,
534.2274052478134,151.3289920760134,
534.5772594752186,151.5235298003418,
534.927113702624,151.2827673432794,
535.2769679300292,151.38576550415925,
535.6268221574344,150.96874175441042,
535.9766763848396,151.24987630511026,
536.3265306122449,151.0118647278179,
536.6763848396502,151.26420629155123,
537.0262390670554,150.71395834352452,
537.3760932944606,150.73920355255547,
537.7259475218659,151.2205206383861,
538.0758017492711,150.823561506411,
538.4256559766764,150.75208709222085,
538.7755102040817,150.83046511307808,
539.1253644314869,150.60794239875847,
539.4752186588921,151.08254686092874,
539.8250728862973,150.40651561157654,
540.1749271137027,150.65040153060482,
540.5247813411079,150.7440339823199,
540.8746355685131,150.6004287743271,
541.2244897959183,150.39521341095116,
541.5743440233236,150.3479327538044,
541.9241982507289,150.64062341514716,
542.2740524781341,150.24589945184968,
542.6239067055394,150.6343249965195,
542.9737609329446,150.06097198487882,
543.3236151603498,150.27250805731038,
543.6734693877551,150.3895750927814,
544.0233236151604,150.03670535702722,
544.3731778425656,150.4819908144694,
544.7230320699708,150.2835981509598,
545.072886297376,149.9984591895892,
545.4227405247814,149.84700030824837,
545.7725947521866,149.8045697785422,
546.1224489795918,150.17797036336736,
546.4723032069971,149.84524910601755,
546.8221574344024,149.76248148830047,
547.1720116618076,150.01513966030993,
547.5218658892128,150.61156603109566,
547.8717201166181,150.08082074589018,
548.2215743440233,150.17141011965637,
548.5714285714286,150.00310475354777,
548.9212827988338,150.11491546420717,
549.2711370262391,149.55264251576315,
549.6209912536443,149.75003144153067,
549.9708454810495,149.89224190118074,
550.3206997084549,149.7916697414639,
550.6705539358601,149.71739539614902,
551.0204081632653,149.5681694369407,
551.3702623906705,149.6392874368998,
551.7201166180757,149.47957851230242,
552.0699708454811,149.03691447025972,
552.4198250728863,149.31299036924767,
552.7696793002915,149.69977547009208,
553.1195335276968,149.93937647999076,
553.469387755102,149.97274678960318,
553.8192419825073,149.51278443839385,
554.1690962099126,149.6811871640321,
554.5189504373178,149.65408049154817,
554.868804664723,149.22326597360288,
555.2186588921282,148.94109056765413,
555.5685131195335,149.34254211080741,
555.9183673469388,148.86351478735796,
556.268221574344,149.19332738912877,
556.6180758017492,149.39458381976422,
556.9679300291546,148.8567819317413,
557.3177842565598,149.18911790544863,
557.667638483965,149.4602933439924,
558.0174927113702,149.20991168936976,
558.3673469387755,149.21935875175134,
558.7172011661808,149.2847081857175,
559.067055393586,149.46050860599553,
559.4169096209912,149.03436836409296,
559.7667638483965,149.27313256471982,
560.1166180758017,148.91895980097658,
560.466472303207,148.76770465690197,
560.8163265306123,148.95219685886414,
561.1661807580175,148.69128316016125,
561.5160349854227,148.6686988239169,
561.8658892128279,148.6292907259474,
562.2157434402333,148.17661459037407,
562.5655976676385,148.74609026437193,
562.9154518950437,148.37300131100733,
563.2653061224489,148.6313876261885,
563.6151603498542,148.98994185717618,
563.9650145772595,148.46644433697756,
564.3148688046647,148.4304368838419,
564.66472303207,148.87616127527863,
565.0145772594752,148.6410051262187,
565.3644314868804,148.71780521489018,
565.7142857142857,148.35409538775465,
566.064139941691,148.59918375516855,
566.4139941690962,148.20986556036104,
566.7638483965014,148.18165203194417,
567.1137026239066,148.46895828860028,
567.463556851312,148.13954868193025,
567.8134110787172,148.45016636625883,
568.1632653061224,148.82555262000454,
568.5131195335277,147.77533810760983,
568.862973760933,147.97806990351575,
569.2128279883382,148.4154022987061,
569.5626822157434,148.06834096657155,
569.9125364431487,148.36412772709238,
570.2623906705539,147.79058395206042,
570.6122448979592,148.09518082049505,
570.9620991253644,147.94395045228674,
571.3119533527697,147.98592696816021,
571.6618075801749,148.0028580479051,
572.0116618075801,147.5843222081767,
572.3615160349855,147.59003418320026,
572.7113702623907,148.17762431196334,
573.0612244897959,147.87036149383414,
573.4110787172011,147.79288940487646,
573.7609329446065,147.7245288966843,
574.1107871720117,147.7939279577136,
574.4606413994169,147.38505290388514,
574.8104956268221,147.39352501146206,
575.1603498542274,147.9386536619369,
575.5102040816327,147.61959016129651,
575.8600583090379,147.76359132994764,
576.2099125364432,147.3688448655032,
576.5597667638484,147.8336869680261,
576.9096209912536,147.54506997998755,
577.2594752186588,147.54830658920204,
577.6093294460642,147.53442222456172,
577.9591836734694,147.16723233606797,
578.3090379008746,146.86929918584764,
578.6588921282798,147.03627349071303,
579.0087463556852,147.68184962763755,
579.3586005830904,147.56863466170114,
579.7084548104956,147.1259780829566,
580.0583090379009,147.10653409907263,
580.4081632653061,147.41034940640787,
580.7580174927114,147.07834022517775,
581.1078717201166,146.7648724821007,
581.4577259475219,147.3753179790497,
581.8075801749271,147.14747160664638,
582.1574344023323,146.36833678968424,
582.5072886297376,146.8883689483199,
582.8571428571429,146.9718287817907,
583.2069970845481,147.02546769400155,
583.5568513119533,146.912438540832,
583.9067055393587,146.6847100504604,
584.2565597667639,146.78395049503106,
584.6064139941691,146.8558350917917,
584.9562682215743,146.68437874716955,
585.3061224489796,146.62764934491375,
585.6559766763849,147.00289026577371,
586.0058309037901,146.42246211605746,
586.3556851311953,146.54099292586454,
586.7055393586006,146.089786296647,
587.0553935860058,146.70209079703935,
587.405247813411,146.74315917740546,
587.7551020408164,146.64245952686014,
588.1049562682216,146.70400069684354,
588.4548104956268,146.55400401743637,
588.804664723032,146.49870093525107,
589.1545189504373,146.50080361052696,
589.5043731778426,146.28473449205885,
589.8542274052478,146.61788832196353,
590.204081632653,146.20290809632812,
590.5539358600583,145.8937078875601,
590.9037900874636,146.44098652852077,
591.2536443148688,146.66046107637126,
591.6034985422741,145.92699235782794,
591.9533527696793,146.11086711152424,
592.3032069970845,145.9341591475419,
592.6530612244898,145.97961859403867,
593.002915451895,146.0555324058646,
593.3527696793003,145.70280180607352,
593.7026239067055,145.9130852578011,
594.0524781341107,145.58525158540067,
594.4023323615161,145.77893127892304,
594.7521865889213,145.59371553132397,
595.1020408163265,145.5947125263677,
595.4518950437317,145.3987447874803,
595.801749271137,146.10280586124503,
596.1516034985423,145.89447674167988,
596.5014577259475,145.25709071612968,
596.8513119533527,145.5564945850104,
597.201166180758,145.50733659007514,
597.5510204081633,145.47145496453732,
597.9008746355685,145.25171487496888,
598.2507288629738,145.77127693997866,
598.600583090379,145.4529593197881,
598.9504373177842,145.63820725007756,
599.3002915451895,145.62210372055097,
599.6501457725948,145.80352086373952,
600.0,144.97518622296084,FCCP_2
600.1749271137027,145.84810066037193,
600.3498542274052,145.71507996359574,
600.5247813411079,145.5254866480045,
600.6997084548105,145.96240588342,
600.8746355685131,145.40200156304377,
601.0495626822158,145.5403492573373,
601.2244897959183,145.13458046636836,
601.399416909621,145.58696527816898,
601.5743440233236,145.32951582512584,
601.7492711370262,145.1589368208269,
601.9241982507289,145.785145146319,
602.0991253644315,145.16388115297042,
602.2740524781341,145.22646522055746,
602.4489795918367,145.15909741111224,
602.6239067055394,145.003666292593,
602.798833819242,145.3095681293831,
602.9737609329446,145.34551801491756,
603.1486880466472,145.23367403775634,
603.3236151603498,144.53910143120996,
603.4985422740525,145.36541020357356,
603.6734693877551,145.01001622774965,
603.8483965014577,144.7776597604287,
604.0233236151604,145.21672560763815,
604.198250728863,145.19078244639007,
604.3731778425656,144.77346636786444,
604.5481049562683,145.6365084013941,
604.7230320699708,144.7001575245177,
604.8979591836735,144.55347815873586,
605.072886297376,144.68235064829574,
605.2478134110787,145.31025813141548,
605.4227405247814,144.89525865318998,
605.5976676384839,144.83037332452264,
605.7725947521866,144.8920127266905,
605.9475218658893,144.7425633397763,
606.1224489795918,144.70331562263348,
606.2973760932945,144.69974226159826,
606.4723032069971,145.02119967478373,
606.6472303206997,145.08348942398342,
606.8221574344024,144.54876697077495,
606.9970845481049,144.85651176307738,
607.1720116618076,144.9779212396045,
607.3469387755102,144.49459610132672,
607.5218658892128,144.62355709967804,
607.6967930029155,144.4738473661778,
607.8717201166181,144.39477093020005,
608.0466472303207,144.7271584425079,
608.2215743440233,144.50182429202277,
608.3965014577259,144.8278043165613,
608.5714285714286,144.64683122299718,
608.7463556851312,144.74150820184795,
608.9212827988338,144.54944529430202,
609.0962099125364,144.44793133622937,
609.2711370262391,144.5681770575165,
609.4460641399417,144.57376096812285,
609.6209912536443,144.38271078644453,
609.795918367347,144.64998818320896,
609.9708454810495,144.71415269275246,
610.1457725947522,144.551189314405,
610.3206997084549,144.92420601988945,
610.4956268221574,144.3219132050481,
610.6705539358601,144.59431172170835,
610.8454810495626,144.3461435767191,
611.0204081632653,144.49114931245492,
611.195335276968,144.20916926131233,
611.3702623906705,144.67960210020328,
611.5451895043732,144.42899114193358,
611.7201166180758,144.6672116999932,
611.8950437317784,144.03679134046854,
612.0699708454811,144.21410109191334,
612.2448979591836,144.09850310364294,
612.4198250728863,144.1728237468439,
612.594752186589,144.11682144827557,
