dataset,diagnostic_level,parameter,map_value,profile_min_value,ci_low,ci_high,profile_verdict,interpretability_flag,map_inside_ci,n_optimizer_failures,fim_condition_raw,caveat
dataset_III,publication-dim12-reduced,V_max,0.2090072851129557,0.15483640506689636,0.11470563009841188,0.20900728511295574,identifiable,interpretable,True,2,1.2244000788159822e+39,Profile likelihood is bounded on both sides. Interpret only within the OCR-only model scope.
dataset_III,publication-dim12-reduced,K_o,2.457122868276039,11.012060703230441,8.157935216206239,,one-sided,one-sided,False,5,1.2244000788159822e+39,Profile likelihood constrains the parameter from only one side; avoid using it as a standalone biological endpoint.
dataset_III,publication-dim12-reduced,K_r,47.02302103180215,210.74255941250476,115.65796882581935,,one-sided,one-sided,False,7,1.2244000788159822e+39,Profile likelihood constrains the parameter from only one side; avoid using it as a standalone biological endpoint.
dataset_III,publication-dim12-reduced,gamma_oligo,0.4932330673308567,0.4136606259643482,0.3317456454937055,0.5158021387697858,identifiable,interpretable,True,8,1.2244000788159822e+39,Profile likelihood is bounded on both sides. Interpret only within the OCR-only model scope.
dataset_III,publication-dim12-reduced,tau_kappa,3.0709096877048365,7.553219021960833,4.145294489218846,10.19577922234443,identifiable,interpretable,False,6,1.2244000788159822e+39,Profile likelihood is bounded on both sides. Interpret only within the OCR-only model scope.
dataset_III,publication-dim12-reduced,r0,38.85033615467627,70.78992790892678,38.85033615467627,95.55640767553503,identifiable,interpretable,True,4,1.2244000788159822e+39,Profile likelihood is bounded on both sides. Interpret only within the OCR-only model scope.
dataset_III,publication-dim12-reduced,alpha_1,0.001113986864206099,,,,not_profiled,weak,,,1.2244000788159822e+39,Only local FIM information is available for this parameter in this run. Treat as weak until profile likelihood is run.
dataset_III,publication-dim12-reduced,alpha_2,0.18380512198614732,,,,not_profiled,weak,,,1.2244000788159822e+39,Only local FIM information is available for this parameter in this run. Treat as weak until profile likelihood is run.
dataset_III,publication-dim12-reduced,alpha_3,0.005953953826664358,,,,not_profiled,weak,,,1.2244000788159822e+39,Only local FIM information is available for this parameter in this run. Treat as weak until profile likelihood is run.
dataset_III,publication-dim12-reduced,alpha_4,0.0065503576491051105,,,,not_profiled,weak,,,1.2244000788159822e+39,Only local FIM information is available for this parameter in this run. Treat as weak until profile likelihood is run.
