time_s,oxygen_nmol_ml,chamber,source_column,dataset,event
268.4042553191489,168.1597508395033,A,O2 conc.A [nmol/mL],dataset_III,
269.3617021276596,168.7792805038944,A,O2 conc.A [nmol/mL],dataset_III,
270.3191489361702,168.1126979872891,A,O2 conc.A [nmol/mL],dataset_III,
271.2765957446808,168.2111551801827,A,O2 conc.A [nmol/mL],dataset_III,
272.2340425531915,167.9565067119276,A,O2 conc.A [nmol/mL],dataset_III,
273.1914893617021,168.3092551945361,A,O2 conc.A [nmol/mL],dataset_III,
274.1489361702128,168.1357143647157,A,O2 conc.A [nmol/mL],dataset_III,
275.1063829787234,167.8561994270371,A,O2 conc.A [nmol/mL],dataset_III,
276.0638297872341,167.0392209975141,A,O2 conc.A [nmol/mL],dataset_III,
277.0212765957447,167.4953428838522,A,O2 conc.A [nmol/mL],dataset_III,
277.9787234042553,167.5454943057762,A,O2 conc.A [nmol/mL],dataset_III,
278.9361702127659,167.5178002749545,A,O2 conc.A [nmol/mL],dataset_III,
279.8936170212766,167.0045702066755,A,O2 conc.A [nmol/mL],dataset_III,
280.8510638297872,167.5067868527656,A,O2 conc.A [nmol/mL],dataset_III,
281.8085106382979,166.6134133087317,A,O2 conc.A [nmol/mL],dataset_III,
282.7659574468085,166.6703761040544,A,O2 conc.A [nmol/mL],dataset_III,
283.7234042553192,166.9617576728617,A,O2 conc.A [nmol/mL],dataset_III,
284.6808510638298,166.632495901224,A,O2 conc.A [nmol/mL],dataset_III,
285.6382978723404,167.0130674795344,A,O2 conc.A [nmol/mL],dataset_III,
286.5957446808511,166.4518362176066,A,O2 conc.A [nmol/mL],dataset_III,
287.5531914893617,166.1386449827858,A,O2 conc.A [nmol/mL],dataset_III,
288.5106382978723,166.094789714881,A,O2 conc.A [nmol/mL],dataset_III,
289.468085106383,165.8086311476398,A,O2 conc.A [nmol/mL],dataset_III,
290.4255319148936,165.6542347213034,A,O2 conc.A [nmol/mL],dataset_III,
291.3829787234043,166.0234947214475,A,O2 conc.A [nmol/mL],dataset_III,
292.3404255319149,165.903420387714,A,O2 conc.A [nmol/mL],dataset_III,
293.2978723404256,165.9740057253265,A,O2 conc.A [nmol/mL],dataset_III,
294.2553191489362,165.3539516585066,A,O2 conc.A [nmol/mL],dataset_III,
295.2127659574468,165.8571170553446,A,O2 conc.A [nmol/mL],dataset_III,
296.1702127659574,165.2552303530757,A,O2 conc.A [nmol/mL],dataset_III,
297.1276595744681,165.6129164375331,A,O2 conc.A [nmol/mL],dataset_III,
298.0851063829787,165.0033549939332,A,O2 conc.A [nmol/mL],dataset_III,
299.0425531914893,164.8199177210377,A,O2 conc.A [nmol/mL],dataset_III,
300.0,164.958471975775,A,O2 conc.A [nmol/mL],dataset_III,oligomycin
300.3773584905661,165.1134989683538,A,O2 conc.A [nmol/mL],dataset_III,
300.754716981132,164.8591671944864,A,O2 conc.A [nmol/mL],dataset_III,
301.1320754716981,164.6388690507017,A,O2 conc.A [nmol/mL],dataset_III,
301.5094339622642,164.4188664051,A,O2 conc.A [nmol/mL],dataset_III,
301.8867924528302,164.3749160862559,A,O2 conc.A [nmol/mL],dataset_III,
302.2641509433962,164.8239896004224,A,O2 conc.A [nmol/mL],dataset_III,
302.6415094339623,164.9204151775151,A,O2 conc.A [nmol/mL],dataset_III,
303.0188679245283,164.6080155921899,A,O2 conc.A [nmol/mL],dataset_III,
303.3962264150944,164.3578571484297,A,O2 conc.A [nmol/mL],dataset_III,
303.7735849056604,164.8231736732688,A,O2 conc.A [nmol/mL],dataset_III,
304.1509433962264,164.2642551924669,A,O2 conc.A [nmol/mL],dataset_III,
304.5283018867925,164.3863908514568,A,O2 conc.A [nmol/mL],dataset_III,
304.9056603773585,164.7009828725563,A,O2 conc.A [nmol/mL],dataset_III,
305.2830188679245,163.9649450385052,A,O2 conc.A [nmol/mL],dataset_III,
305.6603773584906,164.6064314272507,A,O2 conc.A [nmol/mL],dataset_III,
306.0377358490566,164.3473285572525,A,O2 conc.A [nmol/mL],dataset_III,
306.4150943396227,164.5034414641727,A,O2 conc.A [nmol/mL],dataset_III,
306.7924528301887,164.4410106462177,A,O2 conc.A [nmol/mL],dataset_III,
307.1698113207547,164.4946652910396,A,O2 conc.A [nmol/mL],dataset_III,
307.5471698113208,164.6022260187171,A,O2 conc.A [nmol/mL],dataset_III,
307.9245283018868,164.2239465307204,A,O2 conc.A [nmol/mL],dataset_III,
308.3018867924528,164.753917811937,A,O2 conc.A [nmol/mL],dataset_III,
308.6792452830189,164.5655777168017,A,O2 conc.A [nmol/mL],dataset_III,
309.0566037735849,164.5805923340266,A,O2 conc.A [nmol/mL],dataset_III,
309.4339622641509,164.6466800310635,A,O2 conc.A [nmol/mL],dataset_III,
309.811320754717,164.5383453669127,A,O2 conc.A [nmol/mL],dataset_III,
310.188679245283,164.5386132484289,A,O2 conc.A [nmol/mL],dataset_III,
310.5660377358491,164.3327817354312,A,O2 conc.A [nmol/mL],dataset_III,
310.9433962264151,163.9436093054732,A,O2 conc.A [nmol/mL],dataset_III,
311.3207547169811,164.2530773581707,A,O2 conc.A [nmol/mL],dataset_III,
311.6981132075472,164.0811003224894,A,O2 conc.A [nmol/mL],dataset_III,
312.0754716981132,163.9045277128424,A,O2 conc.A [nmol/mL],dataset_III,
312.4528301886792,164.3116447611518,A,O2 conc.A [nmol/mL],dataset_III,
312.8301886792453,164.0917882407236,A,O2 conc.A [nmol/mL],dataset_III,
313.2075471698113,163.9634364622566,A,O2 conc.A [nmol/mL],dataset_III,
313.5849056603773,163.9471602609142,A,O2 conc.A [nmol/mL],dataset_III,
313.9622641509434,164.2620925318369,A,O2 conc.A [nmol/mL],dataset_III,
314.3396226415094,164.2717831855651,A,O2 conc.A [nmol/mL],dataset_III,
314.7169811320755,164.4999006665521,A,O2 conc.A [nmol/mL],dataset_III,
315.0943396226415,164.1530184155384,A,O2 conc.A [nmol/mL],dataset_III,
315.4716981132075,164.404203418886,A,O2 conc.A [nmol/mL],dataset_III,
315.8490566037736,164.4815880811068,A,O2 conc.A [nmol/mL],dataset_III,
316.2264150943396,164.405870402659,A,O2 conc.A [nmol/mL],dataset_III,
316.6037735849056,163.5143359418438,A,O2 conc.A [nmol/mL],dataset_III,
316.9811320754717,164.4001889465745,A,O2 conc.A [nmol/mL],dataset_III,
317.3584905660377,164.1652999305917,A,O2 conc.A [nmol/mL],dataset_III,
317.7358490566038,164.1737333760728,A,O2 conc.A [nmol/mL],dataset_III,
318.1132075471698,164.1480097880583,A,O2 conc.A [nmol/mL],dataset_III,
318.4905660377358,164.1383197104011,A,O2 conc.A [nmol/mL],dataset_III,
318.8679245283019,164.109924998531,A,O2 conc.A [nmol/mL],dataset_III,
319.245283018868,163.9277963109018,A,O2 conc.A [nmol/mL],dataset_III,
319.6226415094339,163.5295799271584,A,O2 conc.A [nmol/mL],dataset_III,
320.0,163.9652339940809,A,O2 conc.A [nmol/mL],dataset_III,
320.3773584905661,163.7790124484569,A,O2 conc.A [nmol/mL],dataset_III,
320.7547169811321,164.2374769083918,A,O2 conc.A [nmol/mL],dataset_III,
321.1320754716981,163.8827421822899,A,O2 conc.A [nmol/mL],dataset_III,
321.5094339622642,163.9633067822348,A,O2 conc.A [nmol/mL],dataset_III,
321.8867924528302,163.7175463249328,A,O2 conc.A [nmol/mL],dataset_III,
322.2641509433962,163.7898072148453,A,O2 conc.A [nmol/mL],dataset_III,
322.6415094339623,163.9020992129171,A,O2 conc.A [nmol/mL],dataset_III,
323.0188679245283,163.5211624811466,A,O2 conc.A [nmol/mL],dataset_III,
323.3962264150944,163.9552050939411,A,O2 conc.A [nmol/mL],dataset_III,
323.7735849056604,163.8410466393414,A,O2 conc.A [nmol/mL],dataset_III,
324.1509433962264,163.5586686498718,A,O2 conc.A [nmol/mL],dataset_III,
324.5283018867925,163.2430769901313,A,O2 conc.A [nmol/mL],dataset_III,
324.9056603773585,163.9584372654541,A,O2 conc.A [nmol/mL],dataset_III,
325.2830188679245,163.7433194335613,A,O2 conc.A [nmol/mL],dataset_III,
325.6603773584906,163.6727565057267,A,O2 conc.A [nmol/mL],dataset_III,
326.0377358490566,163.7337648718254,A,O2 conc.A [nmol/mL],dataset_III,
326.4150943396227,164.2344690157399,A,O2 conc.A [nmol/mL],dataset_III,
326.7924528301887,163.7554477042729,A,O2 conc.A [nmol/mL],dataset_III,
327.1698113207547,163.7771019535188,A,O2 conc.A [nmol/mL],dataset_III,
327.5471698113208,163.3712292555446,A,O2 conc.A [nmol/mL],dataset_III,
327.9245283018868,164.142383601257,A,O2 conc.A [nmol/mL],dataset_III,
328.3018867924528,163.9474731176001,A,O2 conc.A [nmol/mL],dataset_III,
328.6792452830189,163.9723879537474,A,O2 conc.A [nmol/mL],dataset_III,
329.0566037735849,163.7051262834572,A,O2 conc.A [nmol/mL],dataset_III,
329.4339622641509,163.9099263337192,A,O2 conc.A [nmol/mL],dataset_III,
329.811320754717,163.7610544803535,A,O2 conc.A [nmol/mL],dataset_III,
330.188679245283,163.8091707134355,A,O2 conc.A [nmol/mL],dataset_III,
330.5660377358491,163.6053813679116,A,O2 conc.A [nmol/mL],dataset_III,
330.9433962264151,163.2625142176687,A,O2 conc.A [nmol/mL],dataset_III,
331.3207547169811,163.8757567730553,A,O2 conc.A [nmol/mL],dataset_III,
331.6981132075472,163.1223606143166,A,O2 conc.A [nmol/mL],dataset_III,
332.0754716981132,163.5336740072613,A,O2 conc.A [nmol/mL],dataset_III,
332.4528301886792,163.5300854842605,A,O2 conc.A [nmol/mL],dataset_III,
332.8301886792453,163.3080592549991,A,O2 conc.A [nmol/mL],dataset_III,
333.2075471698113,163.7096134879489,A,O2 conc.A [nmol/mL],dataset_III,
333.5849056603773,163.4938088961673,A,O2 conc.A [nmol/mL],dataset_III,
333.9622641509434,163.4222330405828,A,O2 conc.A [nmol/mL],dataset_III,
334.3396226415094,163.6489695222227,A,O2 conc.A [nmol/mL],dataset_III,
334.7169811320755,163.3874234456147,A,O2 conc.A [nmol/mL],dataset_III,
335.0943396226415,163.8413724488014,A,O2 conc.A [nmol/mL],dataset_III,
335.4716981132075,163.569550594509,A,O2 conc.A [nmol/mL],dataset_III,
335.8490566037736,163.3506630578357,A,O2 conc.A [nmol/mL],dataset_III,
336.2264150943396,162.9707396361597,A,O2 conc.A [nmol/mL],dataset_III,
336.6037735849056,163.1174272441314,A,O2 conc.A [nmol/mL],dataset_III,
336.9811320754717,163.7036329847515,A,O2 conc.A [nmol/mL],dataset_III,
337.3584905660377,163.4068340888686,A,O2 conc.A [nmol/mL],dataset_III,
337.7358490566038,163.33626371663,A,O2 conc.A [nmol/mL],dataset_III,
338.1132075471698,163.8054178186765,A,O2 conc.A [nmol/mL],dataset_III,
338.4905660377358,163.0615025892405,A,O2 conc.A [nmol/mL],dataset_III,
338.8679245283019,163.2233104836529,A,O2 conc.A [nmol/mL],dataset_III,
339.245283018868,163.2391380879892,A,O2 conc.A [nmol/mL],dataset_III,
339.6226415094339,163.491429435669,A,O2 conc.A [nmol/mL],dataset_III,
340.0,163.1665214526478,A,O2 conc.A [nmol/mL],dataset_III,
340.3773584905661,163.1666109606432,A,O2 conc.A [nmol/mL],dataset_III,
340.7547169811321,162.9062382700358,A,O2 conc.A [nmol/mL],dataset_III,
341.1320754716981,163.4774231895196,A,O2 conc.A [nmol/mL],dataset_III,
341.5094339622642,163.4841809172343,A,O2 conc.A [nmol/mL],dataset_III,
341.8867924528302,163.1511121478468,A,O2 conc.A [nmol/mL],dataset_III,
342.2641509433962,163.2986015964602,A,O2 conc.A [nmol/mL],dataset_III,
342.6415094339623,162.92216537003,A,O2 conc.A [nmol/mL],dataset_III,
343.0188679245283,163.114933916462,A,O2 conc.A [nmol/mL],dataset_III,
343.3962264150944,163.5649352601716,A,O2 conc.A [nmol/mL],dataset_III,
343.7735849056604,163.2419405338788,A,O2 conc.A [nmol/mL],dataset_III,
344.1509433962264,163.773159061001,A,O2 conc.A [nmol/mL],dataset_III,
344.5283018867925,162.9863303521244,A,O2 conc.A [nmol/mL],dataset_III,
344.9056603773585,163.3157599986315,A,O2 conc.A [nmol/mL],dataset_III,
345.2830188679245,163.1093728016838,A,O2 conc.A [nmol/mL],dataset_III,
345.6603773584906,163.2872640921156,A,O2 conc.A [nmol/mL],dataset_III,
346.0377358490566,163.1315671685944,A,O2 conc.A [nmol/mL],dataset_III,
346.4150943396227,162.9806308644866,A,O2 conc.A [nmol/mL],dataset_III,
346.7924528301887,162.8915865891804,A,O2 conc.A [nmol/mL],dataset_III,
347.1698113207547,163.8625603578419,A,O2 conc.A [nmol/mL],dataset_III,
347.5471698113208,163.064275307581,A,O2 conc.A [nmol/mL],dataset_III,
347.9245283018868,162.5670068034399,A,O2 conc.A [nmol/mL],dataset_III,
348.3018867924528,162.896582230897,A,O2 conc.A [nmol/mL],dataset_III,
348.6792452830189,163.2158027241605,A,O2 conc.A [nmol/mL],dataset_III,
349.0566037735849,162.9088510953544,A,O2 conc.A [nmol/mL],dataset_III,
349.433962264151,163.3615251663084,A,O2 conc.A [nmol/mL],dataset_III,
349.811320754717,163.2595735959311,A,O2 conc.A [nmol/mL],dataset_III,
350.188679245283,162.9584497871163,A,O2 conc.A [nmol/mL],dataset_III,
350.5660377358491,162.8660408802921,A,O2 conc.A [nmol/mL],dataset_III,
350.9433962264151,162.7204550352892,A,O2 conc.A [nmol/mL],dataset_III,
351.3207547169811,162.784224073214,A,O2 conc.A [nmol/mL],dataset_III,
351.6981132075472,162.5784903620454,A,O2 conc.A [nmol/mL],dataset_III,
352.0754716981132,163.235435625113,A,O2 conc.A [nmol/mL],dataset_III,
352.4528301886792,163.3195721694822,A,O2 conc.A [nmol/mL],dataset_III,
352.8301886792453,162.5954228782446,A,O2 conc.A [nmol/mL],dataset_III,
353.2075471698113,162.6015970757041,A,O2 conc.A [nmol/mL],dataset_III,
353.5849056603773,162.4424502795785,A,O2 conc.A [nmol/mL],dataset_III,
353.9622641509434,162.6311751105999,A,O2 conc.A [nmol/mL],dataset_III,
354.3396226415094,162.0831148925491,A,O2 conc.A [nmol/mL],dataset_III,
354.7169811320755,162.5616897784119,A,O2 conc.A [nmol/mL],dataset_III,
355.0943396226415,163.1590487923023,A,O2 conc.A [nmol/mL],dataset_III,
355.4716981132075,162.7359622350497,A,O2 conc.A [nmol/mL],dataset_III,
355.8490566037736,163.0235868515481,A,O2 conc.A [nmol/mL],dataset_III,
356.2264150943396,162.6752589526005,A,O2 conc.A [nmol/mL],dataset_III,
356.6037735849056,163.2252284689107,A,O2 conc.A [nmol/mL],dataset_III,
356.9811320754717,162.8224265669736,A,O2 conc.A [nmol/mL],dataset_III,
357.3584905660377,162.6646819252921,A,O2 conc.A [nmol/mL],dataset_III,
357.7358490566038,163.3858489324347,A,O2 conc.A [nmol/mL],dataset_III,
358.1132075471698,162.654185390231,A,O2 conc.A [nmol/mL],dataset_III,
358.4905660377358,162.4175579451407,A,O2 conc.A [nmol/mL],dataset_III,
358.8679245283019,162.7609017117543,A,O2 conc.A [nmol/mL],dataset_III,
359.245283018868,162.6882758807223,A,O2 conc.A [nmol/mL],dataset_III,
359.6226415094339,162.9521262081247,A,O2 conc.A [nmol/mL],dataset_III,
360.0,162.4426970185053,A,O2 conc.A [nmol/mL],dataset_III,
360.3773584905661,162.8618451625538,A,O2 conc.A [nmol/mL],dataset_III,
360.7547169811321,162.8614134776265,A,O2 conc.A [nmol/mL],dataset_III,
361.1320754716981,162.4688649678611,A,O2 conc.A [nmol/mL],dataset_III,
361.5094339622642,162.6641582233783,A,O2 conc.A [nmol/mL],dataset_III,
361.8867924528302,162.4032196639994,A,O2 conc.A [nmol/mL],dataset_III,
362.2641509433962,163.1849201030049,A,O2 conc.A [nmol/mL],dataset_III,
362.6415094339623,162.4099936252582,A,O2 conc.A [nmol/mL],dataset_III,
363.0188679245283,162.460320336011,A,O2 conc.A [nmol/mL],dataset_III,
363.3962264150944,162.2946898721972,A,O2 conc.A [nmol/mL],dataset_III,
363.7735849056604,162.4621794917065,A,O2 conc.A [nmol/mL],dataset_III,
364.1509433962264,162.5348012369606,A,O2 conc.A [nmol/mL],dataset_III,
364.5283018867925,162.7157779607688,A,O2 conc.A [nmol/mL],dataset_III,
364.9056603773585,162.3587694487995,A,O2 conc.A [nmol/mL],dataset_III,
365.2830188679245,162.4525080540266,A,O2 conc.A [nmol/mL],dataset_III,
365.6603773584906,162.1323896353606,A,O2 conc.A [nmol/mL],dataset_III,
366.0377358490566,162.2672218533147,A,O2 conc.A [nmol/mL],dataset_III,
366.4150943396227,163.1505847322557,A,O2 conc.A [nmol/mL],dataset_III,
366.7924528301887,162.7095040727789,A,O2 conc.A [nmol/mL],dataset_III,
367.1698113207547,162.2413976959252,A,O2 conc.A [nmol/mL],dataset_III,
367.5471698113208,162.0899648265872,A,O2 conc.A [nmol/mL],dataset_III,
367.9245283018868,162.167978859549,A,O2 conc.A [nmol/mL],dataset_III,
368.3018867924528,162.3940122846725,A,O2 conc.A [nmol/mL],dataset_III,
368.6792452830189,162.395677378862,A,O2 conc.A [nmol/mL],dataset_III,
369.0566037735849,162.1884657136046,A,O2 conc.A [nmol/mL],dataset_III,
369.433962264151,162.0404726790362,A,O2 conc.A [nmol/mL],dataset_III,
369.811320754717,162.7052713537086,A,O2 conc.A [nmol/mL],dataset_III,
370.188679245283,162.4501585216624,A,O2 conc.A [nmol/mL],dataset_III,
370.5660377358491,162.2311555851294,A,O2 conc.A [nmol/mL],dataset_III,
370.9433962264151,162.2571927189642,A,O2 conc.A [nmol/mL],dataset_III,
371.3207547169811,162.1675358367218,A,O2 conc.A [nmol/mL],dataset_III,
371.6981132075472,161.5534675202459,A,O2 conc.A [nmol/mL],dataset_III,
372.0754716981132,162.303954768406,A,O2 conc.A [nmol/mL],dataset_III,
372.4528301886793,161.9949636390484,A,O2 conc.A [nmol/mL],dataset_III,
372.8301886792453,161.9994890967766,A,O2 conc.A [nmol/mL],dataset_III,
373.2075471698113,162.0776550001344,A,O2 conc.A [nmol/mL],dataset_III,
373.5849056603773,162.4083564600205,A,O2 conc.A [nmol/mL],dataset_III,
373.9622641509434,161.9202087590492,A,O2 conc.A [nmol/mL],dataset_III,
374.3396226415094,161.8418315260279,A,O2 conc.A [nmol/mL],dataset_III,
374.7169811320755,162.3479253395669,A,O2 conc.A [nmol/mL],dataset_III,
375.0943396226415,162.3641149768435,A,O2 conc.A [nmol/mL],dataset_III,
375.4716981132075,161.923349753784,A,O2 conc.A [nmol/mL],dataset_III,
375.8490566037736,162.2912430303066,A,O2 conc.A [nmol/mL],dataset_III,
376.2264150943396,162.0652959339017,A,O2 conc.A [nmol/mL],dataset_III,
376.6037735849056,162.2010875165126,A,O2 conc.A [nmol/mL],dataset_III,
376.9811320754717,161.7980848327894,A,O2 conc.A [nmol/mL],dataset_III,
377.3584905660377,162.3091089453212,A,O2 conc.A [nmol/mL],dataset_III,
377.7358490566038,162.3892605017758,A,O2 conc.A [nmol/mL],dataset_III,
378.1132075471698,162.2352745025275,A,O2 conc.A [nmol/mL],dataset_III,
378.4905660377358,162.2031516145459,A,O2 conc.A [nmol/mL],dataset_III,
378.8679245283019,161.1080582657376,A,O2 conc.A [nmol/mL],dataset_III,
379.245283018868,162.1038449228441,A,O2 conc.A [nmol/mL],dataset_III,
379.6226415094339,162.0198865873944,A,O2 conc.A [nmol/mL],dataset_III,
380.0,161.9770469710448,A,O2 conc.A [nmol/mL],dataset_III,
380.3773584905661,161.8437242816688,A,O2 conc.A [nmol/mL],dataset_III,
380.7547169811321,162.0027704545285,A,O2 conc.A [nmol/mL],dataset_III,
381.1320754716981,162.0795189939709,A,O2 conc.A [nmol/mL],dataset_III,
381.5094339622642,161.8981030342739,A,O2 conc.A [nmol/mL],dataset_III,
381.8867924528302,161.8357794712918,A,O2 conc.A [nmol/mL],dataset_III,
382.2641509433962,162.2466093908671,A,O2 conc.A [nmol/mL],dataset_III,
382.6415094339623,161.6503895933138,A,O2 conc.A [nmol/mL],dataset_III,
383.0188679245283,162.1718306016509,A,O2 conc.A [nmol/mL],dataset_III,
383.3962264150944,161.9460553502322,A,O2 conc.A [nmol/mL],dataset_III,
383.7735849056604,161.6883362550963,A,O2 conc.A [nmol/mL],dataset_III,
384.1509433962264,161.8044776244973,A,O2 conc.A [nmol/mL],dataset_III,
384.5283018867925,161.634535129853,A,O2 conc.A [nmol/mL],dataset_III,
384.9056603773585,162.020860092103,A,O2 conc.A [nmol/mL],dataset_III,
385.2830188679245,161.9266298347954,A,O2 conc.A [nmol/mL],dataset_III,
385.6603773584906,161.6880157822484,A,O2 conc.A [nmol/mL],dataset_III,
386.0377358490566,161.5392206834965,A,O2 conc.A [nmol/mL],dataset_III,
386.4150943396227,161.8777647138479,A,O2 conc.A [nmol/mL],dataset_III,
386.7924528301887,162.0292425243702,A,O2 conc.A [nmol/mL],dataset_III,
387.1698113207547,161.7489974674601,A,O2 conc.A [nmol/mL],dataset_III,
387.5471698113208,161.8696051121161,A,O2 conc.A [nmol/mL],dataset_III,
387.9245283018868,161.6585706312697,A,O2 conc.A [nmol/mL],dataset_III,
388.3018867924528,161.7570301523297,A,O2 conc.A [nmol/mL],dataset_III,
388.6792452830189,161.6548775547871,A,O2 conc.A [nmol/mL],dataset_III,
389.0566037735849,161.7887692500555,A,O2 conc.A [nmol/mL],dataset_III,
389.433962264151,161.3253760175766,A,O2 conc.A [nmol/mL],dataset_III,
389.811320754717,161.8514272079829,A,O2 conc.A [nmol/mL],dataset_III,
390.188679245283,161.6204568890805,A,O2 conc.A [nmol/mL],dataset_III,
390.5660377358491,161.7551524602616,A,O2 conc.A [nmol/mL],dataset_III,
390.9433962264151,161.5679833454164,A,O2 conc.A [nmol/mL],dataset_III,
391.3207547169811,161.7207116086158,A,O2 conc.A [nmol/mL],dataset_III,
391.6981132075472,161.3600410442742,A,O2 conc.A [nmol/mL],dataset_III,
392.0754716981132,161.9130307824963,A,O2 conc.A [nmol/mL],dataset_III,
392.4528301886793,161.1774164665545,A,O2 conc.A [nmol/mL],dataset_III,
392.8301886792453,161.3310533438683,A,O2 conc.A [nmol/mL],dataset_III,
393.2075471698113,161.6373399990441,A,O2 conc.A [nmol/mL],dataset_III,
393.5849056603773,161.9316944870347,A,O2 conc.A [nmol/mL],dataset_III,
393.9622641509434,161.6230759252395,A,O2 conc.A [nmol/mL],dataset_III,
394.3396226415094,161.4791276699718,A,O2 conc.A [nmol/mL],dataset_III,
394.7169811320755,161.1723926819249,A,O2 conc.A [nmol/mL],dataset_III,
395.0943396226415,161.4684064854971,A,O2 conc.A [nmol/mL],dataset_III,
395.4716981132075,161.4988168326216,A,O2 conc.A [nmol/mL],dataset_III,
395.8490566037736,161.9139886803867,A,O2 conc.A [nmol/mL],dataset_III,
396.2264150943396,161.6344382579979,A,O2 conc.A [nmol/mL],dataset_III,
